ADH5,alcohol dehydrogenase 5 (class III); chi polypeptide,Methanol Poisoning;  Contact Dermatitis;  Pharyngitis;  Show all 6
ADH5P4,alcohol dehydrogenase 5 (class III); chi polypeptide; pseudogene 4,Hiv-1
ADH6,alcohol dehydrogenase 6 (class V),Alcohol Dependence Fetal Alcohol Spectrum Disorder
ADH7,alcohol dehydrogenase 7 (class IV); mu or sigma polypeptide,Gastritis;  Atrophic Gastritis;  Alcohol Dependence;  Show all 5
ADHD1,Attention deficit-hyperactivity disorder; susceptibility to; 1,Attention Deficit Hyperactivity Disorder
ADHD2,Attention deficit-hyperactivity disorder; susceptibility to; 2,Attention Deficit Hyperactivity Disorder
ADHD3,Attention deficit-hyperactivity disorder; susceptibility to; 2,Attention Deficit Hyperactivity Disorder
ADHD4,Attention deficit-hyperactivity disorder; susceptibility to; 4,Attention Deficit Hyperactivity Disorder
ADIPOQ,adiponectin; C1Q and collagen domain containing,Acdc;  Chronic Pulmonary Heart Disease;  Adiponectin Deficiency;  5
ADIPOR1,adiponectin receptor 1,Insulin Resistance;  Nonalcoholic Steatohepatitis Obesity
ADIPOR2,adiponectin receptor 2,Insulin Resistance;  Meconium Ileus In Cystic Fibrosis;  Meconium Ileus Show all 4
ADIPQTL2,Circulating adiponectin QTL on chromosome 5,Adiponectin; Serum Level Of; Qtl2
ADIPQTL3,Circulating adiponectin QTL on chromosome 14,Adiponectin; Serum Level Of; Qtl3
ADIPQTL4,Adiponectin; serum level of; QTL4,Adiponectin; Serum Level Of; Qtl4 Systemic Lupus Erythematosus
ADIPQTL5,Adiponectin; serum level of; QTL5,Adiponectin; Serum Level Of; Qtl5]
ADIRF,adipogenesis regulatory factor,Obesity
ADK,adenosine kinase,Hypermethioninemia Due To Adenosine Kinase Deficiency;  Ischemia;  HypermethioninemiaShow all 4
ADM,adrenomedullin,Nephrosclerosis;  Malignant Hypertension;  Choroid Plexus Carcinoma;  2
ADNP,activity-dependent neuroprotector homeobox,Mental Retardation; Autosomal Dominant; 28
ADORA1,adenosine A1 receptor,Brain Ischemia;  Ischemia;  Transient Cerebral Ischemia Show all 4
ADORA2A,adenosine A2a receptor,Acute Encephalopathy With Biphasic Seizures And Late Reduced Diffusion;  Ischemia; Parkinsons Disease;  Show all 6
ADORA2B,adenosine A2b receptor,Priapism
ADORA3,adenosine A3 receptor,Ischemia Brain Ischemia
ADPGK,ADP-dependent glucokinase,Type 1 Diabetes Mellitus Monogenic Diabetes
ADPRH,ADP-ribosylarginine hydrolase,Glycine N-Methyltransferase Deficiency;  Malaria;  Mucolipidosis Ii;  Show all 5
ADRA1A,adrenoceptor alpha 1A,Ureterolithiasis Attention Deficit Hyperactivity Disorder
ADRA1B,adrenoceptor alpha 1B,Ureterolithiasis
ADRA1D,adrenoceptor alpha 1D,Alpha 1-Antitrypsin Deficiency Impotence
ADRA2A,adrenoceptor alpha 2A,Motion Sickness;  Cholera;  Orthostatic Intolerance;  0
ADRA2B,adrenoceptor alpha 2B,Coronary Restenosis;  Orthostatic Intolerance;  Obesity;  
ADRA2C,adrenoceptor alpha 2C,Congestive Heart Failure And Beta-Blocker Response; Modifier Of;  Orthostatic Intolerance; Congestive Heart Failure;  
ADRB1,adrenoceptor beta 1,Aortic Coarctation;  Chagas Disease;  Neuroepithelioma;  6
ADRB2,adrenoceptor beta 2; surface,Status Asthmaticus;  Asthma; Nocturnal;  Beta-2-Adrenoreceptor Agonist; Reduced Response To;  3
ADRB3,adrenoceptor beta 3,Obesity;  Morbid Obesity;  Insulin Resistance;  4
ADRBK2,adrenergic; beta; receptor kinase 2,Whim Syndrome
ADSL,adenylosuccinate lyase,Adenylosuccinase Deficiency;  Adenylosuccinate Lyase Deficiency;  Lesch-Nyhan Syndrome; Show all 7
ADSS,adenylosuccinate synthase,Relapsing Fever
AEBP1,AE binding protein 1,Glioblastoma Gastroschisis
AES,amino-terminal enhancer of split,Autoimmune Polyendocrine Syndrome Type 2
AFA,ankyloblepharon filiforme adnatum,Imperforate Anus
AFA1,Alopecia; androgenetic,Alopecia; Androgenetic; 1
AFAP1L1,actin filament associated protein 1-like 1,Spindle Cell Sarcoma
AFD1,acrofacial dysostosis 1; Nager type,Nager Acrofacial Dysostosis
AFF1,AF4/FMR2 family; member 1,Leukemia; Acute Lymphoblastic 3;  Acute Lymphoblastic Leukemia Chronic Neutrophilic Leukemia
AFF2,AF4/FMR2 family; member 2,Spotted Fever;  Mental Retardation;  Fragile X Syndrome Show all 4
AFF3,AF4/FMR2 family; member 3,Fibular Aplasia
AFF4,AF4/FMR2 family; member 4,Acute Lymphoblastic Leukemia Lymphoblastic Leukemia
AFG3L2,AFG3-like AAA ATPase 2,Spinocerebellar Ataxia Type 28;  Ataxia; Spastic; 5; Autosomal Recessive;  Spinocerebellar Ataxia Type28;  Show all 6
AFM,afamin,Squamous Papillomatosis Trigonitis
AFP,alpha-fetoprotein,Pineal Region Teratoma;  Spina Bifida Aperta;  Growing Teratoma Syndrome;  Show all 58
AGA,aspartylglucosaminidase,Aspartylglucosaminuria;  Lysosomal Storage Disease;  Angiokeratoma;  Show all 6
AGA2,Alopecia; androgenetic; 2,Alopecia; Androgenetic; 2 Alopecia
AGA3,Alopecia; androgenetic; 3,Alopecia; Androgenetic; 3
AGAP2,ArfGAP with GTPase domain; ankyrin repeat and PH domain 2,Diphyllobothriasis Anisakiasis
AGBL1,ATP/GTP binding protein-like 1,Corneal Dystrophy; Fuchs Endothelial; 8 Corneal Dystrophy; Fuchs Endothelial; 4
AGER,advanced glycosylation end product-specific receptor,Diabetic Angiopathy;  Noma;  Obstructive Lung Disease;  Show all 7
AGFG1,ArfGAP with FG repeats 1,Hiv-1;  Griscelli Syndrome Choroideremia
AGFG2,ArfGAP with FG repeats 2,Hiv-1 Xerophthalmia
AGGF1,angiogenic factor with G patch and FHA domains 1,Klippel-Trenaunay Syndrome;  Coats Disease Proteus Syndrome
AGK,acylglycerol kinase,Cataract; Autosomal Recessive Congenital 5;  Cataract And Cardiomyopathy;  Cataract 38; Autosomal Recessive Show all 4
AGL,amylo-alpha-1; 6-glucosidase; 4-alpha-glucanotransferase,Glycogen Storage Disease Iiib;  Glycogen Storage Disease Iiia;  Finger Agnosia;  Show all 6
AGMX2,agammaglobulinemia; X-linked 2 (with growth hormone deficiency),Agammaglobulinemia X-Linked Type 2
AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,Congenital Generalized Lipodystrophy Type 1;  Congenital Generalized Lipodystrophy; Lipodystrophy;  Show all 7
AGPAT9,1-acylglycerol-3-phosphate O-acyltransferase 9,Lung Cancer
AGPS,alkylglycerone phosphate synthase,Rhizomelic Chondrodysplasia Punctata; Type 3;  Photoallergic Dermatitis;  Rhizomelic Chondrodysplasia Punctata;  Show all 6
AGR3,anterior gradient 3,Breast Cancer
AGRN,agrin,Agrn-Related Congenital Myasthenic Syndrome;  Myasthenic Syndrome; Congenital; With Pre- And Postsynaptic Defects;  Myasthenia; Limb-Girdle; Familial;  Show all 6
AGRP,agouti related protein homolog (mouse),Overnutrition;  Obesity; Late-Onset;  Leanness; Inherited;  Show all 9
AGSPX,Angio serpiginosum,Angio Serpiginosum
AGT,angiotensinogen (serpin peptidase inhibitor; clade A; member 8),Renal Tubular Dysgenesis;  Familial Hypertension;  Pre-Eclampsia;  4
AGTR1,angiotensin II receptor; type 1,Cardiovascular Disease Risk Factor;  Renal Tubular Dysgenesis; Agtr1-Related;  Essential Hypertension;  7
AGTR2,angiotensin II receptor; type 2,Posterior Urethral Valves;  Hypertrophic Scars;  Multicystic Dysplastic Kidney;  Show all 9
AGXT,alanine-glyoxylate aminotransferase,Primary Hyperoxaluria Type 1;  Primary Hyperoxaluria Autosomal Recessive Disease
AGXT2,alanine--glyoxylate aminotransferase 2,Primary Hyperoxaluria
AHCY,adenosylhomocysteinase,Hypermethioninemia;  Purine Nucleoside Phosphorylase Deficiency;  Adenosine Deaminase Deficiency Show all 4
AHDC1,AT hook; DNA binding motif; containing 1,Xia-Gibbs Syndrome
AHI1,Abelson helper integration site 1,Joubert Syndrome With Ocular Anomalies;  Joubert Syndrome And Related Disorders;  Joubert Syndrome;  Show all 6
AHNAK2,AHNAK nucleoprotein 2,Skeletal Muscle Regeneration
AHR,aryl hydrocarbon receptor,Hepatitis B;  Toxic Oil Syndrome;  Eosinophilic Fasciitis;  0
AHSA1,AHA1; activator of heat shock 90kDa protein ATPase homolog 1 (yeast),Cannabis Abuse
AHSG,alpha-2-HS-glycoprotein,Liver Cirrhosis;  Uremia;  Aortic Valve Stenosis;  Show all 9
AHSP,alpha hemoglobin stabilizing protein,Obstructive Lung Disease;  Myocardial Stunning;  Angina Pectoris;  2
AIC,Aicardi syndrome,Aicardi Syndrome
AICDA,activation-induced cytidine deaminase,Splenic Marginal Zone Lymphoma;  Immunodeficiency With Hyper Igm Type 2;  Plasma Cell Neoplasm;  Show all 9
AIF1,allograft inflammatory factor 1,Chronic Inflammatory Demyelinating Polyneuropathy;  Demyelinating Polyneuropathy;  Myocardial Infarction Susceptibility Show all 4
AIFM1,apoptosis-inducing factor; mitochondrion-associated; 1,Combined Oxidative Phosphorylation Deficiency 6;  Charcot-Marie-Tooth Disease Type X; Encephalomyopathy;  Show all 5
AIFM2,apoptosis-inducing factor; mitochondrion-associated; 2,Colon Cancer
AIG1,androgen-induced 1,Amebiasis
AIH3,amelogenesis imperfecta 3; hypomaturation or hypoplastic type,Amelogenesis Imperfecta; Type Ie; X-Linked 2
AIM1,absent in melanoma 1,Oculocutaneous Albinism Type 4 Melanoma
AIM2,absent in melanoma 2,Melanoma Skin Conditions
AIMP1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,Stromal Keratitis;  Leukodystrophy; Hypomyelinating 3;  Fibrosarcoma;  Show all 6
AIP,aryl hydrocarbon receptor interacting protein,Aip-Related Familial Isolated Pituitary Adenomas;  Hormone Producing Pituitary Cancer;  Familial Isolated Pituitary Adenoma;  6
AIPL1,aryl hydrocarbon receptor interacting protein-like 1,Leber Congenital Amaurosis 4;  Aipl1-Related Leber Congenital Amaurosis;  Aipl1-Related Retinitis Pigmentosa;  1
AIR,Acute insulin response (2),Acute Insulin Response Hyperglycemia
AIRE,autoimmune regulator,Parathyroid Gland Disease;  Autoimmune Polyendocrine Syndrome;  Candidiasis;  5
AIS1,autoimmune susceptibility 1,Autoimmune Disease 1
AIS2,autoimmune susceptibility 2,Autoimmune Disease 2 Scoliosis; Idiopathic 2
AIS3,autoimmune susceptibility 3 (vitiligo specific),Autoimmune Disease 3 Vitiligo
AIS4,autoimmune disease; susceptibility to; 4,Autoimmune Disease 4
AITD1,Autoimmune thyroid disease; susceptibility to; 1,Autoimmune Thyroid Disease 1
AITD2,Autoimmune thyroid disease; susceptibility to; 2,Autoimmune Thyroid Disease 2
AITD4,Autoimmune thyroid disease; susceptibility to; 4,Autoimmune Thyroid Disease 4
AK1,adenylate kinase 1,Hemolytic Anemia Due To Adenylate Kinase Deficiency;  Hemolytic Anemia Nail-Patella Syndrome
AK2,adenylate kinase 2,Reticular Dysgenesis
AK5,adenylate kinase 5,Limbic Encephalitis
AK7,adenylate kinase 7,Reticular Dysgenesis
AKAP10,A kinase (PRKA) anchor protein 10,Cardiac Conduction Defect
AKAP12,A kinase (PRKA) anchor protein 12,Osteosarcoma
AKAP13,A kinase (PRKA) anchor protein 13,Breast Cancer Relapsing Fever
AKAP17A,A kinase (PRKA) anchor protein 17A,Chronic Tic Disorder Tic Disorder
AKAP5,A kinase (PRKA) anchor protein 5,Ureterolithiasis Canavan Disease
AKAP9,A kinase (PRKA) anchor protein 9,Long Qt Syndrome 11 Long Qt Syndrome 1
AKIP1,A kinase (PRKA) interacting protein 1,Breast Cancer
AKR1A1,aldo-keto reductase family 1; member A1 (aldehyde reductase),Ethylene Glycol Poisoning;  Methanol Poisoning;  Alcohol-Related Birth Defect;  Show all 7
AKR1B1,aldo-keto reductase family 1; member B1 (aldose reductase),Polyradiculopathy;  Diabetic Polyneuropathy;  Diabetic Neuropathy;  3
AKR1B10,aldo-keto reductase family 1; member B10 (aldose reductase),Usual Interstitial Pneumonia
AKR1B1P2,aldo-keto reductase family 1; member B1 pseudogene 2,Pulmonary Function
AKR1C2,aldo-keto reductase family 1; member C2,46Xy Sex Reversal 8;  Obesity; Hyperphagia; And Developmental Delay;  46Xy Sex Reversal 8; Modifier Of Show all 4
AKR1C3,aldo-keto reductase family 1; member C3,Asthma Prostate Cancer
AKR1C4,aldo-keto reductase family 1; member C4,46Xy Sex Reversal 8; Modifier Of 46Xy Sex Reversal 8
AKR1D1,aldo-keto reductase family 1; member D1,Bile Acid Synthesis Defect; Congenital; 2 Congenital Bile Acid Synthesis Defect
AKR7A2,aldo-keto reductase family 7; member A2 (aflatoxin aldehyde reductase),Urinary Schistosomiasis;  Succinic Semialdehyde Dehydrogenase Deficiency;  Intermediate Charcot-Marie-Tooth Neuropathy;  Show all 5
AKR7A3,aldo-keto reductase family 7; member A3 (aflatoxin aldehyde reductase),Adult Respiratory Distress Syndrome
AKT1,v-akt murine thymoma viral oncogene homolog 1,Cowden Syndrome 6;  Proteus Syndrome;  Breast Adenocarcinoma;  3
AKT2,v-akt murine thymoma viral oncogene homolog 2,Hypoinsulinemic Hypoglycemia With Hemihypertrophy;  Thymoma;  Familial Partial Lipodystrophy Due To Akt2 Mutations;  3
AKT3,v-akt murine thymoma viral oncogene homolog 3,Hemimegalencephaly;  Megalencephaly-Polymicrogyria-Polydactyly-Hydrocephalus Syndrome 2; Thymoma;  Show all 6
AKTIP,AKT interacting protein,Balanitis Xerotica Obliterans;  Balanitis Thymic Hyperplasia
AL592528.1,uncharacterized LOC100129027,Smallpox
ALAD,aminolevulinate dehydratase,Acute Hepatic Porphyria;  Lead Poisoning;  Hypochromic Anemia;  6
ALAS1,aminolevulinate; delta-; synthase 1,X-Linked Sideroblastic Anemia;  Acute Porphyria Acute Hepatic Porphyria
ALAS2,aminolevulinate; delta-; synthase 2,Sideroblastic Anemia Acquired;  Pyridoxine-Responsive Sideroblastic Anemia;  Sideroblastic Anemia;  5
ALB,albumin,Immunotactoid Glomerulopathy;  Systemic Capillary Leak Syndrome;  Analbuminemia;  09
ALDH16A1,aldehyde dehydrogenase 16 family; member A1,Mast Syndrome
ALDH18A1,aldehyde dehydrogenase 18 family; member A1,Aldh18A1-Related Cutis Laxa;  Cutis Laxa; Autosomal Recessive; Type Iiia;  Cutis Laxa; Autosomal Recessive; Type Iiib Show all 4
ALDH1A1,aldehyde dehydrogenase 1 family; member A1,Erythroplakia Gallbladder Adenocarcinoma
ALDH1A2,aldehyde dehydrogenase 1 family; member A2,Hangover Spina Bifida
ALDH1A3,aldehyde dehydrogenase 1 family; member A3,Microphthalmia; Isolated 8 Anophthalmia/microphthalmia
ALDH1B1,aldehyde dehydrogenase 1 family; member B1,Succinic Semialdehyde Dehydrogenase Deficiency
ALDH1L1,aldehyde dehydrogenase 1 family; member L1,Methanol Poisoning
ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),Alcoholic Neuropathy;  Hangover;  Alcohol Sensitivity; Acute;  6
ALDH3A1,aldehyde dehydrogenase 3 family; member A1,Sjogren-Larsson Syndrome;  Breast Adenocarcinoma Schizophrenia
ALDH3A2,aldehyde dehydrogenase 3 family; member A2,Sjogren-Larsson Syndrome;  Spastic Diplegia Quadriplegia
ALDH3B1,aldehyde dehydrogenase 3 family; member B1,Schizophrenia
ALDH4A1,aldehyde dehydrogenase 4 family; member A1,Hyperprolinemia Type 2;  Succinic Semialdehyde Dehydrogenase Deficiency Hyperprolinemia
ALDH5A1,aldehyde dehydrogenase 5 family; member A1,Succinic Semialdehyde Dehydrogenase Deficiency;  Juvenile Absence Epilepsy;  Wagr Syndrome;  
ALDH6A1,aldehyde dehydrogenase 6 family; member A1,Methylmalonate Semialdehyde Dehydrogenase Deficiency Succinic Semialdehyde Dehydrogenase Deficiency
ALDH7A1,aldehyde dehydrogenase 7 family; member A1,Folinic Acid-Responsive Seizures;  Pyridoxine-Dependent Epilepsy Cortical Blindness
ALDH9A1,aldehyde dehydrogenase 9 family; member A1,Fetal Alcohol Spectrum Disorder;  Alcohol Dependence Hangover
ALDOA,aldolase A; fructose-bisphosphate,Glycogen Storage Disease Xii;  Mycetoma;  Lung Cancer;  Show all 6
ALDOB,aldolase B; fructose-bisphosphate,Eumycotic Mycetoma;  Mycetoma Hereditary Fructose Intolerance Syndrome
ALDOC,aldolase C; fructose-bisphosphate,Eumycotic Mycetoma Mycetoma
ALG1,ALG1; chitobiosyldiphosphodolichol beta-mannosyltransferase,Congenital Disorder Of Glycosylation; Type Ik;  Congenital Disorder Of Glycosylation Type 1K; Congenital Disorder Of Glycosylation Show all 4
ALG10,ALG10; alpha-1;2-glucosyltransferase,Long Qt Syndrome; Acquired; Reduced;  Long Qt Syndrome 2;  Long Qt Syndrome 2; AcquiredShow all 4
ALG10B,ALG10B; alpha-1;2-glucosyltransferase,Drug-Induced Liver Injury Due To Flucloxacillin
ALG11,ALG11; alpha-1;2-mannosyltransferase,Congenital Disorder Of Glycosylation; Type Ip Congenital Disorder Of Glycosylation
ALG12,ALG12; alpha-1;6-mannosyltransferase,Congenital Disorder Of Glycosylation Type 1G
ALG13,ALG13; UDP-N-acetylglucosaminyltransferase subunit,Congenital Disorder Of Glycosylation Type I Mental Retardation; X-Linked 29 And Others
ALG14,ALG14; UDP-N-acetylglucosaminyltransferase subunit,Myasthenia; Congenital; With Tubular Aggregates 1
ALG2,ALG2; alpha-1;3/1;6-mannosyltransferase,Congenital Disorder Of Glycosylation Type Ii;  Congenital Disorder Of Glycosylation Type 1IMyasthenia; Congenital; With Tubular Aggregates 1
ALG3,ALG3; alpha-1;3- mannosyltransferase,Congenital Disorder Of Glycosylation Type 1D
ALG6,ALG6; alpha-1;3-glucosyltransferase,Congenital Disorder Of Glycosylation Type 1C Protein-Losing Enteropathy
ALG8,ALG8; alpha-1;3-glucosyltransferase,Congenital Disorder Of Glycosylation Type 1H
ALG9,ALG9; alpha-1;2-mannosyltransferase,Congenital Disorder Of Glycosylation; Type Il;  Bipolar Disorder;  Congenital Disorder Of Glycosylation Type 1L Show all 4
ALK,anaplastic lymphoma receptor tyrosine kinase,Tracheal Lymphoma;  Neuroblastoma 3;  Alk-Related Neuroblastoma Susceptibility;  6
ALKBH3,alkB; alkylation repair homolog 3 (E. coli),Prostate Cancer
ALL1,Leukemia; acute lymphocytic; susceptibility to; 1,Leukemia; Acute Lymphocytic 1
ALL2,Leukemia; acute lymphoblastic; susceptibility to; 2,Leukemia; Acute Lymphoblastic 2
ALLC,allantoicase,Denture Stomatitis Lymphogranuloma Venereum
ALMS1,Alstrom syndrome 1,Alstrom Syndrome
ALMS1P,Alstrom syndrome 1 pseudogene,Alstrom Syndrome
ALOX12,arachidonate 12-lipoxygenase,Atherosclerosis;  Osteoporosis;  Asthma;  Show all 7
ALOX12B,arachidonate 12-lipoxygenase; 12R type,Ichthyosis; Congenital; Autosomal Recessive 2;  Alox12B-Related Autosomal Recessive Congenital Ichthyosis;  Congenital Ichthyosiform Erythroderma;  Show all 6
ALOX15,arachidonate 15-lipoxygenase,Atherosclerosis;  Osteoporosis;  Asthma Show all 4
ALOX15B,arachidonate 15-lipoxygenase; type B,Autosomal Recessive Congenital Ichthyosis Prostate Adenocarcinoma
ALOX5,arachidonate 5-lipoxygenase,Atherosclerosis;  Asthma; Diminished Response To Antileukotriene Treatment In;  Paranasal Sinus Disease;  1
ALOX5AP,arachidonate 5-lipoxygenase-activating protein,Cerebrovascular Disease;  Asthma;  Osteoporosis;  Show all 6
ALOXE3,arachidonate lipoxygenase 3,Ichthyosis; Congenital; Autosomal Recessive 3;  Aloxe3-Related Autosomal Recessive Congenital Ichthyosis;  Autosomal Recessive Congenital Ichthyosis;  Show all 6
ALPI,alkaline phosphatase; intestinal,Soft Palate Cancer;  Hypophosphatasia;  Gastrointestinal System Disease Show all 4
ALPL,alkaline phosphatase; liver/bone/kidney,Odontohypophosphatasia;  Hypophosphatasia; Infantile;  Hypophosphatasia;  4
ALPP,alkaline phosphatase; placental,Aagenaes Syndrome;  Waardenburg Syndrome Type I;  Hypophosphatasia; Infantile;  2
ALPPL2,alkaline phosphatase; placental-like 2,Germ Cell Tumors;  Seminoma;  Osteitis Fibrosa;  
ALPQTL2,Alkaline phosphatase; plasma level of; QTL 2,Alkaline Phosphatase; Plasma Level Of; Qtl 2
ALRH,Allergic rhinitis,Allergic Rhinitis;  Asthma Rhinitis
ALS2,amyotrophic lateral sclerosis 2 (juvenile),Infantile-Onset Ascending Hereditary Spastic Paralysis;  Als2-Related Disorders;  Juvenile Primary Lateral Sclerosis;  Show all 6
ALS2CL,ALS2 C-terminal like,Blepharitis
ALS3,amyotrophic lateral sclerosis 3 (autosomal dominant),Amyotrophic Lateral Sclerosis Type 3
ALS5,amyotrophic lateral sclerosis 5,Amyotrophic Lateral Sclerosis 5; Juvenile Recessive
ALS7,amyotrophic lateral sclerosis 7,Amyotrophic Lateral Sclerosis Type 7
ALX1,ALX homeobox 1,Frontonasal Dysplasia 3;  Neural Tube Defects Frontonasal Dysplasia
ALX3,ALX homeobox 3,Frontonasal Dysplasia 1;  Basal Encephalocele;  Encephalocele;  Show all 5
ALX4,ALX homeobox 4,Parietal Foramina 2;  Frontonasal Dysplasia 2;  Frontonasal Dysplasia;  5
AMACR,alpha-methylacyl-CoA racemase,Alpha-Methylacyl-Coa Racemase Deficiency;  Tubulocystic Carcinoma; Adrenomyeloneuropathy;  2
AMBN,ameloblastin (enamel matrix protein),Calcifying Epithelial Odontogenic Tumor Dentin Dysplasia
AMBP,alpha-1-microglobulin/bikunin precursor,Ovarian Cancer;  Acute Kidney Failure;  Malaria;  Show all 6
AMCN,arthrogryposis multiplex congenita; neurogenic,Arthrogryposis Multiplex Congenita Neurogenic Type
